,anime_id,title,image_url,genre
155,1360,Makai Tenshi Djibril,https://myanimelist.cdn-dena.com/images/anime/12/37381.jpg,Hentai
156,8986,Supernatural The Animation,https://myanimelist.cdn-dena.com/images/anime/8/37135.jpg,"Action, Demons, Horror, Supernatural"
157,4590,Soukan Yuugi,https://myanimelist.cdn-dena.com/images/anime/8/41621.jpg,Hentai
158,3675,Andromeda Stories,https://myanimelist.cdn-dena.com/images/anime/8/75156.jpg,"Action, Drama, Fantasy, Sci-Fi, Space"
159,33153,Houkago Initiation,https://myanimelist.cdn-dena.com/images/anime/2/81362.jpg,Hentai
160,33337,ACCA: 13-ku Kansatsu-ka,https://myanimelist.cdn-dena.com/images/anime/3/83776.jpg,"Mystery, Police, Drama, Fantasy, Seinen"
161,1396,Future GPX Cyber Formula: Early Days Renewal,https://myanimelist.cdn-dena.com/images/anime/3/4090.jpg,"Drama, Sci-Fi, Shounen, Sports"
162,23855,Dennou Sentai Voogie&#039;s★Angel Gaiden: Susume! Super★Angels!,https://myanimelist.cdn-dena.com/images/anime/2/61707.jpg,"Action, Comedy, Mecha, Parody, Sci-Fi"
163,2687,Gokuu no Daibouken,https://myanimelist.cdn-dena.com/images/anime/7/53219.jpg,"Comedy, Fantasy"
164,29543,Kitty to Daniel no Suteki na Christmas,https://myanimelist.cdn-dena.com/images/anime/5/70985.jpg,Kids
165,34350,Alice to Zouroku,https://myanimelist.cdn-dena.com/images/anime/2/84598.jpg,"Adventure, Mystery, Seinen"
166,36982,Micchiri Neko,https://myanimelist.cdn-dena.com/images/anime/7/89947.jpg,"Comedy, Kids"
167,534,Slayers,https://myanimelist.cdn-dena.com/images/anime/6/19870.jpg,"Adventure, Comedy, Demons, Magic, Fantasy"
168,32032,Seikaisuru Kado,https://myanimelist.cdn-dena.com/images/anime/3/85255.jpg,Sci-Fi
169,30694,Dragon Ball Super,https://myanimelist.cdn-dena.com/images/anime/7/74606.jpg,"Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power"
170,19889,Genshiken Nidaime Specials,https://myanimelist.cdn-dena.com/images/anime/3/54119.jpg,"Comedy, Parody, Slice of Life"
171,988,Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,https://myanimelist.cdn-dena.com/images/anime/13/78564.jpg,"Action, Comedy, Historical, Military, Samurai"
172,29389,Shiro Hon,https://myanimelist.cdn-dena.com/images/anime/12/70649.jpg,"Adventure, Kids"
173,14355,Yama no Susume,https://myanimelist.cdn-dena.com/images/anime/7/75525.jpg,"Adventure, Slice of Life, Comedy"
174,11827,Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru,https://myanimelist.cdn-dena.com/images/anime/7/33059.jpg,"Action, Fantasy, Hentai"
175,35240,Princess Principal,https://myanimelist.cdn-dena.com/images/anime/7/86768.jpg,"Action, Mystery, Historical"
176,10197,Nyanpire The Animation,https://myanimelist.cdn-dena.com/images/anime/11/46147.jpg,"Comedy, Supernatural, Vampire"
177,15279,Kira Kira 5th Anniversary Live Anime: Kick Start Generation,https://myanimelist.cdn-dena.com/images/anime/13/41237.jpg,Music
178,1587,Tenpou Ibun: Ayakashi Ayashi,https://myanimelist.cdn-dena.com/images/anime/11/4452.jpg,"Supernatural, Demons, Historical"
179,32621,Pokopon no Yukai na Saiyuuki,https://myanimelist.cdn-dena.com/images/anime/11/78315.jpg,"Adventure, Fantasy, Kids, Magic, Martial Arts"
180,10588,Persona 4 the Animation,https://myanimelist.cdn-dena.com/images/anime/4/29107.jpg,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School"
181,6922,Fate/stay night Movie: Unlimited Blade Works,https://myanimelist.cdn-dena.com/images/anime/9/80350.jpg,"Action, Fantasy, Magic, Supernatural"
182,17649,Udauda Yatteru Hima wa Nee!,https://myanimelist.cdn-dena.com/images/anime/11/47101.jpg,"Action, Comedy, School, Shounen"
183,35781,Boku dake no Hentai Kanojo The Animation,https://myanimelist.cdn-dena.com/images/anime/10/87282.jpg,Hentai
184,33600,Menghuan Xiyou,https://myanimelist.cdn-dena.com/images/anime/7/83529.jpg,"Action, Adventure, Fantasy, Historical, Magic"
185,3254,Luv Wave,https://myanimelist.cdn-dena.com/images/anime/2/5153.jpg,"Action, Drama, Hentai, Horror, Mystery, Police, Romance, Sci-Fi"
186,4851,Lupin III: Seven Days Rhapsody,https://myanimelist.cdn-dena.com/images/anime/5/27609.jpg,"Action, Adventure, Comedy, Seinen"
187,35759,Sidonia no Kishi 3,https://myanimelist.cdn-dena.com/images/anime/6/86315.jpg,"Action, Sci-Fi, Space, Mecha, Seinen"
188,10627,Ski Jumping Pairs: Road to Torino 2006,https://myanimelist.cdn-dena.com/images/anime/11/73794.jpg,"Sports, Comedy"
189,15211,Nazotoki-hime wa Meitantei♥,https://myanimelist.cdn-dena.com/images/anime/10/42143.jpg,"Mystery, Shoujo"
190,13965,Thermae Romae x LOFT Collaboration,https://myanimelist.cdn-dena.com/images/anime/5/38655.jpg,"Comedy, Historical, Seinen"
191,6702,Fairy Tail,https://myanimelist.cdn-dena.com/images/anime/5/18179.jpg,"Action, Adventure, Comedy, Magic, Fantasy, Shounen"
192,34975,Marvel Future Avengers,https://myanimelist.cdn-dena.com/images/anime/12/85994.jpg,"Action, Super Power, Kids"
193,18071,Chalk-iro no People,https://myanimelist.cdn-dena.com/images/anime/11/48001.jpg,"Romance, Seinen"
